name,ONS_code,county,region,country,winner_2019,winner_2024,MP_name,winner_votes,percentage_of_total_votes,margin_of_total_votes,Labour,Conservative,Reform UK,Liberal Democrat,Green,Scottish National Party,Plaid Cymru,Sinn Fein,Democratic Unionist Party,Alliance Party,Ulster Unionist Party,Social Democratic and Labour Party,Traditional Unionist Voice,Independent,Other,total_votes,turnout
Solihull West and Shirley,E14001479,West Midlands,West Midlands,England,Conservative,Conservative,Neil Shastri-Hurst,16284,0.347,0.0986,11664,16284,7149,7916,3270,0,0,0,0,0,0,0,0,0,594,46877,0.653
South Basildon and East Thurrock,E14001480,Essex,East England,England,Conservative,Reform UK,James McMurdock,12178,0.308,0.00248,12080,10159,12178,1071,1718,0,0,0,0,0,0,0,0,0,2343,39549,0.528
South Cambridgeshire,E14001481,Cambridgeshire,East England,England,Conservative,Liberal Democrat,Pippa Heylings,25704,0.468,0.194,6106,15063,4897,25704,2656,0,0,0,0,0,0,0,0,0,459,54885,0.61
South Cotswolds,E14001482,Gloucestershire,South West,England,Conservative,Liberal Democrat,Roz Savage,22961,0.439,0.0951,3942,17988,5146,22961,1564,0,0,0,0,0,0,0,0,0,686,52287,0.716
South Derbyshire,E14001483,Derbyshire,East Midlands,England,Conservative,Labour,Samantha Niblett,17734,0.388,0.0911,17734,13566,8979,2134,1941,0,0,0,0,0,0,0,0,0,1383,45737,0.621
South Devon,E14001484,Devon,South West,England,Conservative,Liberal Democrat,Caroline Voaden,22540,0.46,0.145,3066,15413,6363,22540,1497,0,0,0,0,0,0,0,0,0,125,49004,0.693
South Dorset,E14001485,Dorset,South West,England,Conservative,Labour,Lloyd Hatton,15659,0.319,0.0214,15659,14611,8168,8017,2153,0,0,0,0,0,0,0,0,0,429,49037,0.646
South East Cornwall,E14001486,Cornwall,South West,England,Conservative,Labour,Anna Gelderd,15670,0.318,0.0388,15670,13759,9311,8284,1999,0,0,0,0,0,0,0,0,0,263,49286,0.678
South Holland and The Deepings,E14001487,Lincolnshire,East Midlands,England,Conservative,Conservative,John Hayes,17462,0.38,0.149,9086,17462,10606,1945,1800,0,0,0,0,0,0,0,0,0,5031,45930,0.604
South Leicestershire,E14001488,Leicestershire,East Midlands,England,Conservative,Conservative,Alberto Costa,18264,0.356,0.107,12758,18264,10235,7621,2481,0,0,0,0,0,0,0,0,0,0,51359,0.654
South Norfolk,E14001489,Norfolk,East England,England,Conservative,Labour,Ben Goldsborough,17353,0.35,0.057,17353,14527,7583,5746,3987,0,0,0,0,0,0,0,0,0,383,49579,0.669
South Northamptonshire,E14001490,Northamptonshire,East Midlands,England,Conservative,Conservative,Sarah Bool,19191,0.357,0.0687,15504,19191,8962,4989,3040,0,0,0,0,0,0,0,0,0,2011,53697,0.686
South Ribble,E14001491,Lancashire,North West,England,Conservative,Labour,Paul Foster,19840,0.425,0.139,19840,13339,8995,2972,1574,0,0,0,0,0,0,0,0,0,0,46720,0.636
South Shields,E14001492,Tyne and Wear,North East,England,Labour,Labour,Emma Lewell-Buck,15122,0.411,0.181,15122,4128,8469,1402,5433,0,0,0,0,0,0,0,0,0,2270,36824,0.539
South Shropshire,E14001493,Shropshire,West Midlands,England,Conservative,Conservative,Stuart Anderson,17628,0.341,0.0314,6939,17628,9171,16004,1911,0,0,0,0,0,0,0,0,0,0,51653,0.673
South Suffolk,E14001494,Suffolk,East England,England,Conservative,Conservative,James Cartlidge,16082,0.33,0.0624,13035,16082,9252,6424,4008,0,0,0,0,0,0,0,0,0,0,48801,0.657
South West Devon,E14001495,Devon,South West,England,Conservative,Conservative,Rebecca Smith,17916,0.343,0.0404,15804,17916,9361,5551,2925,0,0,0,0,0,0,0,0,0,685,52242,0.665
South West Hertfordshire,E14001496,Hertfordshire,East England,England,Conservative,Conservative,Gagan Mohindra,16458,0.341,0.0923,9637,16458,6790,12002,2532,0,0,0,0,0,0,0,0,0,835,48254,0.676
South West Norfolk,E14001497,Norfolk,East England,England,Conservative,Labour,Terry Jermy,11847,0.267,0.0142,11847,11217,9958,2618,1838,0,0,0,0,0,0,0,0,0,6857,44335,0.599
South West Wiltshire,E14001498,Wiltshire,South West,England,Conservative,Conservative,Andrew Murrison,15617,0.338,0.0702,12374,15617,7840,7205,2243,0,0,0,0,0,0,0,0,0,889,46168,0.632
Southampton Itchen,E14001499,Hampstead,South East,England,Conservative,Labour,Darren Paffey,15782,0.415,0.16,15782,9677,6853,2684,2793,0,0,0,0,0,0,0,0,0,264,38053,0.526
Southampton Test,E14001500,Hampstead,South East,England,Labour,Labour,Satvir Kaur,15945,0.445,0.261,15945,6612,5261,3252,3594,0,0,0,0,0,0,0,0,0,1141,35805,0.511
Southend East and Rochford,E14001501,Essex,East England,England,Conservative,Labour,Bayo Alaba,15395,0.388,0.102,15395,11368,7214,2269,2716,0,0,0,0,0,0,0,0,0,694,39656,0.565
Southend West and Leigh,E14001502,Essex,East England,England,Conservative,Labour,David Burton-Sampson,16739,0.356,0.0415,16739,14790,8273,3174,3262,0,0,0,0,0,0,0,0,0,632,46968,0.625
Southgate and Wood Green,E14001503,London,London,England,Labour,Labour,Bambos Charalambous,23337,0.511,0.279,23337,8037,3147,3925,5607,0,0,0,0,0,0,0,0,0,1618,45671,0.589
Southport,E14001504,Mersyside,North West,England,Conservative,Labour,Patrick Hurley,17252,0.383,0.128,17252,11463,7395,5868,2159,0,0,0,0,0,0,0,0,0,922,45059,0.612
Spelthorne,E14001505,Surrey,South East,England,Conservative,Conservative,Lincoln Jopp,14038,0.304,0.0344,12448,14038,8284,8710,2413,0,0,0,0,0,0,0,0,0,273,46166,0.651
Spen Valley,E14001506,West Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Kim Leadbeater,16076,0.392,0.151,16076,9859,9888,1425,2284,0,0,0,0,0,0,0,0,0,1526,41058,0.565
St Albans,E14001507,Hertfordshire,East England,England,Liberal Democrat,Liberal Democrat,Daisy Cooper,29222,0.566,0.384,5189,9388,4336,29222,3272,0,0,0,0,0,0,0,0,0,207,51614,0.71
St Austell and Newquay,E14001508,Cornwall,South West,England,Conservative,Labour,Noah Law,15958,0.341,0.0529,15958,13488,9212,4805,2337,0,0,0,0,0,0,0,0,0,932,46732,0.614
St Helens North,E14001509,Mersyside,North West,England,Labour,Labour,David Baines,21284,0.526,0.301,21284,4507,9115,1799,3495,0,0,0,0,0,0,0,0,0,274,40474,0.535
St Helens South and Whiston,E14001510,Mersyside,North West,England,Labour,Labour,Marie Rimmer,18919,0.497,0.313,18919,3057,6974,2199,2642,0,0,0,0,0,0,0,0,0,4244,38120,0.531
St Ives,E14001511,Cornwall,South West,England,Conservative,Liberal Democrat,Andrew George,25033,0.52,0.287,2788,11247,6492,25033,1797,0,0,0,0,0,0,0,0,0,749,48106,0.687
St Neots and Mid Cambridgeshire,E14001512,Cambridgeshire,East England,England,Conservative,Liberal Democrat,Ian Sollom,19517,0.369,0.0879,6918,14896,5673,19517,2663,0,0,0,0,0,0,0,0,0,3215,52855,0.677
Stafford,E14001513,Staffordshire,West Midlands,England,Conservative,Labour,Leigh Ingham,18531,0.403,0.0999,18531,13936,8612,1676,2856,0,0,0,0,0,0,0,0,0,398,46009,0.668
Staffordshire Moorlands,E14001514,Staffordshire,West Midlands,England,Conservative,Conservative,Karen Bradley,15310,0.354,0.0271,14135,15310,10065,1499,2293,0,0,0,0,0,0,0,0,0,0,43302,0.629
Stalybridge and Hyde,E14001515,Greater Manchester,North West,England,Labour,Labour,Jonathan Reynolds,16320,0.438,0.229,16320,6872,7781,1080,2745,0,0,0,0,0,0,0,0,0,2441,37239,0.504
Stevenage,E14001516,Hertfordshire,East England,England,Conservative,Labour,Kevin Bonavia,17698,0.414,0.155,17698,11080,7667,3467,2655,0,0,0,0,0,0,0,0,0,148,42715,0.61
Stockport,E14001517,Greater Manchester,North West,England,Labour,Labour,Navendu Mishra,21787,0.499,0.348,21787,4967,6517,3724,4865,0,0,0,0,0,0,0,0,0,1823,43868,0.571
Stockton North,E14001518,Durham,North East,England,Labour,Labour,Chris McDonald,17128,0.458,0.212,17128,8028,9189,1133,1923,0,0,0,0,0,0,0,0,0,0,37401,0.561
Stockton West,E14001519,Durham,North East,England,Conservative,Conservative,Matt Vickers,20372,0.419,0.0439,18233,20372,6833,1203,1477,0,0,0,0,0,0,0,0,0,520,48765,0.676
Stoke-on-Trent Central,E14001520,Staffordshire,West Midlands,England,Conservative,Labour,Gareth Snell,14950,0.424,0.182,14950,6221,8541,999,1703,0,0,0,0,0,0,0,0,0,2875,35289,0.478
Stoke-on-Trent North,E14001521,Staffordshire,West Midlands,England,Conservative,Labour,David Williams,14579,0.403,0.141,14579,9497,8824,911,1236,0,0,0,0,0,0,0,0,0,1103,36150,0.523
Stoke-on-Trent South,E14001522,Staffordshire,West Midlands,England,Conservative,Labour,Allison Gardner,14221,0.347,0.0153,14221,13594,8851,1577,1207,0,0,0,0,0,0,0,0,0,1492,40942,0.599
Stone Great Wyrley and Penkridge,E14001523,Staffordshire,West Midlands,England,Conservative,Conservative,Gavin Williamson,19880,0.465,0.128,14414,19880,0,2952,2236,0,0,0,0,0,0,0,0,0,3288,42770,0.617
Stourbridge,E14001524,West Midlands,West Midlands,England,Conservative,Labour,Cat Eccles,15338,0.385,0.0771,15338,12265,7869,1607,1732,0,0,0,0,0,0,0,0,0,1067,39878,0.571
Stratford and Bow,E14001525,London,London,England,Labour,Labour,Uma Kumaran,19145,0.441,0.266,19145,3114,2093,1926,7511,0,0,0,0,0,0,0,0,0,9646,43742,0.542
Stratford-on-Avon,E14001526,Warwickshire,West Midlands,England,Conservative,Liberal Democrat,Manuela Perteghella,23450,0.443,0.134,3753,16328,7753,23450,1197,0,0,0,0,0,0,0,0,0,478,52959,0.715
Streatham and Croydon North,E14001527,London,London,England,Labour,Labour,Steve Reed,23232,0.521,0.35,23232,5328,1994,5031,7629,0,0,0,0,0,0,0,0,0,1339,44553,0.526
Stretford and Urmston,E14001528,Greater Manchester,North West,England,Labour,Labour,Andrew Western,22642,0.492,0.35,22642,6492,5485,2216,4398,0,0,0,0,0,0,0,0,0,4769,46170,0.636
Stroud,E14001529,Gloucestershire,South West,England,Conservative,Labour,Simon Opher,25607,0.464,0.207,25630,14219,6329,2913,5729,0,0,0,0,0,0,0,0,0,424,55244,0.709
Suffolk Coastal,E14001530,Suffolk,East England,England,Conservative,Labour,Jenny Riddell-Carpenter,15672,0.317,0.0216,15672,14602,7850,6947,4380,0,0,0,0,0,0,0,0,0,0,49451,0.666
Sunderland Central,E14001531,Tyne and Wear,North East,England,Labour,Labour,Lewis Atkinson,16852,0.422,0.152,16852,5731,10779,3602,2993,0,0,0,0,0,0,0,0,0,0,39957,0.55
Surrey Heath,E14001532,Surrey,South East,England,Conservative,Liberal Democrat,Al Pinkerton,21387,0.448,0.118,3148,15747,6252,21387,1162,0,0,0,0,0,0,0,0,0,92,47928,0.666
Sussex Weald,E14001533,East Sussex,South East,England,Conservative,Conservative,Nus Ghani,16758,0.341,0.139,8239,16758,8920,9916,3762,0,0,0,0,0,0,0,0,0,1580,49175,0.675
Sutton and Cheam,E14001534,London,London,England,Conservative,Liberal Democrat,Luke Taylor,17576,0.369,0.0798,8430,13775,5787,17576,1721,0,0,0,0,0,0,0,0,0,317,47606,0.658
Sutton Coldfield,E14001535,West Midlands,West Midlands,England,Conservative,Conservative,Andrew Mitchell,18502,0.383,0.0526,15959,18502,8213,2587,2419,0,0,0,0,0,0,0,0,0,653,48333,0.652
Swindon North,E14001536,Wiltshire,South West,England,Conservative,Labour,Will Stone,17930,0.406,0.0929,17930,13827,7557,2086,2366,0,0,0,0,0,0,0,0,0,399,44165,0.603
Swindon South,E14001537,Wiltshire,South West,England,Conservative,Labour,Heidi Alexander,21676,0.484,0.214,21676,12070,6194,1843,2539,0,0,0,0,0,0,0,0,0,472,44794,0.617
Tamworth,E14001538,Staffordshire,West Midlands,England,Conservative,Labour,Sarah Edwards,15338,0.35,0.0316,15338,13956,11004,1451,1579,0,0,0,0,0,0,0,0,0,460,43788,0.452
Tatton,E14001539,Cheshire,North West,England,Conservative,Conservative,Esther McVey,19956,0.384,0.0219,18820,19956,5948,4614,2571,0,0,0,0,0,0,0,0,0,0,51909,0.683
Taunton and Wellington,E14001540,Somerset,South West,England,Conservative,Liberal Democrat,Gideon Amos,24331,0.484,0.237,3552,12392,8053,24331,1832,0,0,0,0,0,0,0,0,0,134,50294,0.644
Telford,E14001541,Shropshire,West Midlands,England,Conservative,Labour,Shaun Davies,18212,0.447,0.199,18212,8728,10110,1560,2120,0,0,0,0,0,0,0,0,0,0,40730,0.552
Tewkesbury,E14001542,Gloucestershire,South West,England,Conservative,Liberal Democrat,Cameron Thomas,20730,0.427,0.129,4298,14468,6000,20730,2873,0,0,0,0,0,0,0,0,0,170,48539,0.661
The Wrekin,E14001543,Shropshire,West Midlands,England,Conservative,Conservative,Mark Pritchard,16320,0.326,0.0177,15437,16320,9920,4757,3028,0,0,0,0,0,0,0,0,0,558,50020,0.634
Thirsk and Malton,E14001544,North Yorkshire,Yorkshire and the Humber,England,Conservative,Conservative,Kevin Hollinrake,19544,0.392,0.152,11994,19544,8963,5379,2986,0,0,0,0,0,0,0,0,0,931,49797,0.635
Thornbury and Yate,E14001545,Avon,South West,England,Conservative,Liberal Democrat,Claire Young,20815,0.39,0.0565,5057,17801,7529,20815,2165,0,0,0,0,0,0,0,0,0,Ð,53367,0.682
Thurrock,E14001546,Essex,East England,England,Conservative,Labour,Jen Craft,16050,0.427,0.172,16050,8009,9576,1157,1632,0,0,0,0,0,0,0,0,0,1134,37558,0.518
Tipton and Wednesbury,E14001547,West Midlands,West Midlands,England,Conservative,Labour,Antonia Bance,11755,0.369,0.106,11755,8370,8019,592,1509,0,0,0,0,0,0,0,0,0,1605,31850,0.429
Tiverton and Minehead,E14001548,Somerset,South West,England,Conservative,Liberal Democrat,Rachel Gilmour,18326,0.386,0.0738,4325,14819,7787,18326,2234,0,0,0,0,0,0,0,0,0,0,47491,0.661
Tonbridge,E14001549,Kent,South East,England,Conservative,Conservative,Tom Tugendhat,20517,0.408,0.222,9351,20517,7548,4234,7596,0,0,0,0,0,0,0,0,0,1082,50328,0.705
Tooting,E14001550,London,London,England,Labour,Labour,Rosena Allin-Khan,29209,0.552,0.368,29209,9722,2546,4438,5672,0,0,0,0,0,0,0,0,0,1356,52943,0.696
Torbay,E14001551,Devon,South West,England,Conservative,Liberal Democrat,Steve Darling,18937,0.411,0.116,3276,13588,8660,18937,1420,0,0,0,0,0,0,0,0,0,234,46115,0.605
Torridge and Tavistock,E14001552,Devon,South West,England,Conservative,Conservative,Geoffrey Cox,16049,0.316,0.0777,10765,16049,9152,12099,2350,0,0,0,0,0,0,0,0,0,405,50820,0.68
Tottenham,E14001553,London,London,England,Labour,Labour,David Lammy,23066,0.575,0.384,23066,2320,1602,1928,7632,0,0,0,0,0,0,0,0,0,3600,40148,0.529
Truro and Falmouth,E14001554,Cornwall,South West,England,Conservative,Labour,Jayne Kirkham,20783,0.414,0.162,20783,12632,6163,6552,3470,0,0,0,0,0,0,0,0,0,664,50264,0.688
Tunbridge Wells,E14001555,Kent,South East,England,Conservative,Liberal Democrat,Mike Martin,23661,0.436,0.16,6178,14974,6484,23661,2344,0,0,0,0,0,0,0,0,0,609,54250,0.692
Twickenham,E14001556,London,London,England,Liberal Democrat,Liberal Democrat,Munira Wilson,30185,0.563,0.4,6693,8728,4092,30185,3590,0,0,0,0,0,0,0,0,0,347,53635,0.715
Tynemouth,E14001557,Tyne and Wear,North East,England,Labour,Labour,Alan Campbell,24491,0.506,0.319,24491,9036,7392,2709,3592,0,0,0,0,0,0,0,0,0,1198,48418,0.656
Uxbridge and South Ruislip,E14001558,London,London,England,Conservative,Labour,Danny Beales,16599,0.362,0.0128,16599,16012,6610,1752,4354,0,0,0,0,0,0,0,0,0,587,45914,0.614
Vauxhall and Camberwell Green,E14001559,London,London,England,Labour,Labour,Florence Eshalomi,21528,0.574,0.403,21528,2809,2033,4549,6416,0,0,0,0,0,0,0,0,0,201,37536,0.539
Wakefield and Rothwell,E14001560,West Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Simon Lightwood,17773,0.437,0.23,17773,7322,8427,3249,2389,0,0,0,0,0,0,0,0,0,1496,40656,0.631
Wallasey,E14001561,Mersyside,North West,England,Labour,Labour,Angela Eagle,24674,0.577,0.419,24674,4987,6678,1843,3905,0,0,0,0,0,0,0,0,0,659,42914,0.577
Walsall and Bloxwich,E14001562,West Midlands,West Midlands,England,Conservative,Labour,Valerie Vaz,12514,0.335,0.132,12514,6679,7293,817,2288,0,0,0,0,0,0,0,0,0,7600,37332,0.49
Walthamstow,E14001563,London,London,England,Labour,Labour,Stella Creasy,27172,0.593,0.394,27172,2353,1836,1736,9176,0,0,0,0,0,0,0,0,0,3586,45668,0.653
Warrington North,E14001564,Cheshire,North West,England,Labour,Labour,Charlotte Nichols,18730,0.468,0.23,18730,6486,9540,2737,1889,0,0,0,0,0,0,0,0,0,659,40041,0.573
Warrington South,E14001565,Cheshire,North West,England,Labour,Labour,Sarah Hall,23201,0.467,0.228,23201,11861,7913,3829,2313,0,0,0,0,0,0,0,0,0,555,49672,0.642
Warwick and Leamington,E14001566,Warwickshire,West Midlands,England,Labour,Labour,Matt Western,23975,0.487,0.252,23975,11563,5154,3881,4471,0,0,0,0,0,0,0,0,0,154,49198,0.643
Washington and Gateshead South,E14001567,Tyne and Wear,North East,England,Labour,Labour,Sharon Hodgson,17682,0.478,0.187,17682,4654,10769,1602,1687,0,0,0,0,0,0,0,0,0,627,37021,0.522
Watford,E14001568,Hertfordshire,East England,England,Conservative,Labour,Matt Turmaine,15708,0.353,0.106,15708,10985,4930,7577,2428,0,0,0,0,0,0,0,0,0,2827,44455,0.609
Waveney Valley,E14001569,Suffolk,East England,England,Conservative,Green,Adrian Ramsay,20467,0.417,0.114,4621,14874,7779,1214,20467,0,0,0,0,0,0,0,0,0,118,49073,0.762
Weald of Kent,E14001570,Kent,South East,England,Conservative,Conservative,Katie Lam,20202,0.398,0.166,11780,20202,10208,3975,4547,0,0,0,0,0,0,0,0,0,0,50712,0.667
Wellingborough and Rushden,E14001571,Northamptonshire,East Midlands,England,Conservative,Labour,Gen Kitchen,17734,0.403,0.125,17734,12248,9456,1570,2704,0,0,0,0,0,0,0,0,0,273,43985,0.574
Wells and Mendip Hills,E14001572,Somerset,South West,England,Conservative,Liberal Democrat,Tessa Munt,23622,0.469,0.221,3527,12501,6611,23622,2068,0,0,0,0,0,0,0,0,0,2039,50368,0.699
Welwyn Hatfield,E14001573,Hertfordshire,East England,England,Conservative,Labour,Andrew Lewin,19877,0.41,0.0784,19877,16078,6397,3117,2986,0,0,0,0,0,0,0,0,0,0,48455,0.644
West Bromwich,E14001574,West Midlands,West Midlands,England,Conservative,Labour,Sarah Coombes,16872,0.462,0.262,16872,7318,7101,1314,2036,0,0,0,0,0,0,0,0,0,1840,36481,0.493
West Dorset,E14001575,Dorset,South West,England,Conservative,Liberal Democrat,Edward Morello,26999,0.507,0.146,3086,19210,0,26999,2288,0,0,0,0,0,0,0,0,0,1022,53223,0.698
West Ham and Beckton,E14001576,London,London,England,Labour,Labour,James Asser,16434,0.452,0.254,16434,3781,2800,1606,3897,0,0,0,0,0,0,0,0,0,7830,36497,0.461
West Lancashire,E14001577,Lancashire,North West,England,Labour,Labour,Ashley Dalton,22305,0.505,0.308,22305,8680,7909,2043,3263,0,0,0,0,0,0,0,0,0,0,44200,0.603
West Suffolk,E14001578,Suffolk,East England,England,Conservative,Conservative,Nick Timothy,15814,0.343,0.0701,12567,15814,9623,4284,2910,0,0,0,0,0,0,0,0,0,963,46331,0.6
West Worcestershire,E14001579,Worcestershire,West Midlands,England,Conservative,Conservative,Harriett Baldwin,19783,0.362,0.12,8335,19783,7902,13236,5068,0,0,0,0,0,0,0,0,0,363,54687,0.703
Westmorland and Lonsdale,E14001580,Cumbria,North West,England,Conservative,Liberal Democrat,Tim Farron,31061,0.627,0.433,2306,9589,4842,31061,1486,0,0,0,0,0,0,0,0,0,249,49533,0.688
Weston-super-Mare,E14001581,Somerset,South West,England,Conservative,Labour,Dan Aldridge,16310,0.385,0.104,16310,11901,7735,3756,2688,0,0,0,0,0,0,0,0,0,0,42533,0.601
Wetherby and Easingwold,E14001582,West Yorkshire,Yorkshire and the Humber,England,Conservative,Conservative,Alec Shelbrooke,20597,0.394,0.0924,15751,20597,7288,3351,4529,0,0,0,0,0,0,0,0,0,743,52438,0.703
Whitehaven and Workington,E14001583,Cumbria,North West,England,Conservative,Labour,Josh MacAlister,22173,0.529,0.317,22173,8455,8887,1189,1207,0,0,0,0,0,0,0,0,0,0,41911,0.573
Widnes and Halewood,E14001584,Mersyside,North West,England,Labour,Labour,Derek Twigg,23484,0.616,0.431,23484,3507,7059,1593,2058,0,0,0,0,0,0,0,0,0,415,38116,0.53
Wigan,E14001585,Greater Manchester,North West,England,Labour,Labour,Lisa Nandy,19401,0.474,0.233,19401,4310,9852,1692,1629,0,0,0,0,0,0,0,0,0,4015,40899,0.528
Wimbledon,E14001586,London,London,England,Conservative,Liberal Democrat,Paul Kohler,24790,0.451,0.229,11733,12180,3221,24790,2442,0,0,0,0,0,0,0,0,0,619,54985,0.72
Winchester,E14001587,Hampstead,South East,England,Conservative,Liberal Democrat,Danny Chambers,29939,0.525,0.241,3023,16118,4797,29939,2740,0,0,0,0,0,0,0,0,0,459,57261,0.729
Windsor,E14001588,Berkshire,South East,England,Conservative,Conservative,Jack Rankin,16483,0.364,0.142,10026,16483,4660,9539,2288,0,0,0,0,0,0,0,0,0,2250,45419,0.617
Wirral West,E14001589,Mersyside,North West,England,Labour,Labour,Matthew Patrick,23156,0.464,0.199,23156,13158,6422,3055,4160,0,0,0,0,0,0,0,0,0,0,50138,0.686
Witham,E14001590,Essex,East England,England,Conservative,Conservative,Priti Patel,18827,0.372,0.102,13682,18827,9870,3439,3539,0,0,0,0,0,0,0,0,0,1246,50603,0.64
Witney,E14001591,Oxfordshire,South East,England,Conservative,Liberal Democrat,Charlie Maynard,20832,0.412,0.0858,4773,16493,6307,20832,1661,0,0,0,0,0,0,0,0,0,518,50584,0.67
Woking,E14001592,Surrey,South East,England,Conservative,Liberal Democrat,Will Forster,24019,0.499,0.234,4444,12773,4888,24019,1853,0,0,0,0,0,0,0,0,0,168,48145,0.66
Wokingham,E14001593,Berkshire,South East,England,Conservative,Liberal Democrat,Clive Jones,25743,0.477,0.155,3631,17398,5274,25743,1953,0,0,0,0,0,0,0,0,0,0,53999,0.72
Wolverhampton North East,E14001594,West Midlands,West Midlands,England,Conservative,Labour,Sureena Brackenridge,14282,0.429,0.163,14282,8860,7721,1002,1424,0,0,0,0,0,0,0,0,0,0,33289,0.478
Wolverhampton South East,E14001595,West Midlands,West Midlands,England,Labour,Labour,Pat McFadden,16800,0.503,0.275,16800,5654,7612,758,1643,0,0,0,0,0,0,0,0,0,915,33382,0.437
Wolverhampton West,E14001596,West Midlands,West Midlands,England,Conservative,Labour,Warinder Juss,19331,0.443,0.18,19331,11463,6078,1376,2550,0,0,0,0,0,0,0,0,0,2859,43657,0.572
Worcester,E14001597,Worcestershire,West Midlands,England,Conservative,Labour,Tom Collins,18622,0.405,0.155,18622,11506,6723,3986,4789,0,0,0,0,0,0,0,0,0,410,46036,0.613
Worsley and Eccles,E14001598,Greater Manchester,North West,England,Labour,Labour,Michael Wheeler,20277,0.477,0.26,20277,6791,9186,1851,3283,0,0,0,0,0,0,0,0,0,1155,42707,0.541
Worthing West,E14001599,West Sussex,South East,England,Conservative,Labour,Beccy Cooper,20519,0.402,0.0774,20519,16570,7562,2708,3274,0,0,0,0,0,0,0,0,0,364,50997,0.66
Wycombe,E14001600,Buckinghamshire,South East,England,Conservative,Labour,Emma Reynolds,16035,0.359,0.103,16035,11444,4769,4236,2193,0,0,0,0,0,0,0,0,0,5960,44637,0.608
Wyre Forest,E14001601,Worcestershire,West Midlands,England,Conservative,Conservative,Mark Garnier,14489,0.321,0.018,13677,14489,9682,2809,2443,0,0,0,0,0,0,0,0,0,2058,45158,0.591
Wythenshawe and Sale East,E14001602,Greater Manchester,North West,England,Labour,Labour,Mike Kane,20596,0.526,0.373,20596,5392,5986,1985,4133,0,0,0,0,0,0,0,0,0,1040,39132,0.503
Yeovil,E14001603,Somerset,South West,England,Conservative,Liberal Democrat,Adam Dance,23765,0.485,0.251,3002,11497,7677,23765,2403,0,0,0,0,0,0,0,0,0,608,48942,0.614
York Central,E14001604,North Yorkshire,Yorkshire and the Humber,England,Labour,Labour,Rachael Maskell,24537,0.566,0.44,24537,5383,4721,3051,5185,0,0,0,0,0,0,0,0,0,446,43551,0.545
York Outer,E14001605,North Yorkshire,Yorkshire and the Humber,England,Conservative,Labour,Luke Charters,23161,0.453,0.184,23161,13770,5912,5496,2212,0,0,0,0,0,0,0,0,0,555,51106,0.67
Aberdeen North,S14000060,,,Scotland,Scottish National Party,Scottish National Party,Kirsty Blackman,14552,0.345,1779,12773,5881,3781,2583,1275,14552,0,0,0,0,0,0,0,0,1269,42114,0.555
Aberdeen South,S14000061,,,Scotland,Scottish National Party,Scottish National Party,Stephen Flynn,15213,0.328,3758,11455,11300,3199,2921,1609,15213,0,0,0,0,0,0,0,0,648,46345,0.599
Aberdeenshire North and Moray East,S14000062,,,Scotland,Conservative,Scottish National Party,Seamus Logan,13455,0.352,942,3876,12513,5562,2782,0,13455,0,0,0,0,0,0,0,0,0,38188,0.545
Airdrie and Shotts,S14000063,,,Scotland,Scottish National Party,Labour,Kenneth Stevenson,18871,0.515,7547,18871,1696,2971,725,0,11324,0,0,0,0,0,0,0,0,1079,36666,0.522
Alloa and Grangemouth,S14000064,,,Scotland,Scottish National Party,Labour,Brian Leishman,18039,0.438,6122,18039,3127,3804,1151,1421,11917,0,0,0,0,0,0,0,0,1742,41201,0.583
Angus and Perthshire Glens,S14000065,,,Scotland,Scottish National Party,Scottish National Party,Dave Doogan,19142,0.404,4870,6799,14272,3246,3156,0,19142,0,0,0,0,0,0,0,0,733,47348,0.618
Arbroath and Broughty Ferry,S14000066,,,Scotland,Scottish National Party,Scottish National Party,Stephen Gethins,15581,0.353,859,14722,6841,3800,2249,0,15581,0,0,0,0,0,0,0,0,924,44117,0.58
Argyll Bute and South Lochaber,S14000067,,,Scotland,Scottish National Party,Scottish National Party,Brendan O'Hara,15582,0.347,6232,8585,9350,3045,7359,0,15582,0,0,0,0,0,0,0,0,941,45078,0.628
Ayr Carrick and Cumnock,S14000107,,,Scotland,Scottish National Party,Labour,Elaine Stewart,14930,0.365,4154,14930,9247,3544,1081,886,10776,0,0,0,0,0,0,0,0,472,40936,0.582
Bathgate and Linlithgow,S14000068,,,Scotland,Scottish National Party,Labour,Kirsteen Sullivan,19774,0.47,8323,19774,3144,3524,2171,1390,11451,0,0,0,0,0,0,0,0,611,42065,0.583
Berwickshire Roxburgh and Selkirk,S14000108,,,Scotland,Conservative,Conservative,John Lamont,18872,0.405,6599,6311,18872,3340,3686,1526,12273,0,0,0,0,0,0,0,0,550,46558,0.61
Caithness Sutherland and Easter Ross,S14000069,,,Scotland,Liberal Democrat,Liberal Democrat,Jamie Stone,22736,0.494,10489,3409,1860,3360,22736,1641,12247,0,0,0,0,0,0,0,0,795,46170,0.619
Central Ayrshire,S14000109,,,Scotland,Scottish National Party,Labour,Alan Gemmell,18091,0.437,6869,18091,6147,3420,983,1039,11222,0,0,0,0,0,0,0,0,517,41419,0.6
Coatbridge and Bellshill,S14000070,,,Scotland,Scottish National Party,Labour,Frank McNally,19291,0.498,6344,19291,1382,2601,671,1229,12947,0,0,0,0,0,0,0,0,610,38731,0.533
